Dataset,Full name dataset,CxG link,h5ad link,Reference_DOI,Bionetworks reference,Bionetworks reference,Standard category cell_type present? (T/F),Author Category Cell Type Field Name,Content,Value type(s),Notes,Study Short Name,CxG Dataset Collection,Is the dataset Normal or Normal/Diseased,Stage
Excitatory neurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/cb5efdb0-f91c-4cbd-9ad4-9d4fa41c572d.cxg/,https://datasets.cellxgene.cziscience.com/460d368c-9147-4716-8674-76bf0795ba85.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,RNA family,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
Excitatory neurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/cb5efdb0-f91c-4cbd-9ad4-9d4fa41c572d.cxg/,https://datasets.cellxgene.cziscience.com/460d368c-9147-4716-8674-76bf0795ba85.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,RNA type top-3,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
Excitatory neurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/cb5efdb0-f91c-4cbd-9ad4-9d4fa41c572d.cxg/,https://datasets.cellxgene.cziscience.com/460d368c-9147-4716-8674-76bf0795ba85.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Sample,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
Excitatory neurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/cb5efdb0-f91c-4cbd-9ad4-9d4fa41c572d.cxg/,https://datasets.cellxgene.cziscience.com/460d368c-9147-4716-8674-76bf0795ba85.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Slice,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
Excitatory neurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/cb5efdb0-f91c-4cbd-9ad4-9d4fa41c572d.cxg/,https://datasets.cellxgene.cziscience.com/460d368c-9147-4716-8674-76bf0795ba85.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Targeted layer,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
Excitatory neurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/cb5efdb0-f91c-4cbd-9ad4-9d4fa41c572d.cxg/,https://datasets.cellxgene.cziscience.com/460d368c-9147-4716-8674-76bf0795ba85.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Trace,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
Excitatory neurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/cb5efdb0-f91c-4cbd-9ad4-9d4fa41c572d.cxg/,https://datasets.cellxgene.cziscience.com/460d368c-9147-4716-8674-76bf0795ba85.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,User,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
CGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/9bb9596d-f23f-4558-912f-d4dc7d52721b.cxg/,https://datasets.cellxgene.cziscience.com/d7e86fbd-f606-48c1-af99-a12c10a615f2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,BICCN_subclass_label,cell types,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
CGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/9bb9596d-f23f-4558-912f-d4dc7d52721b.cxg/,https://datasets.cellxgene.cziscience.com/d7e86fbd-f606-48c1-af99-a12c10a615f2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,BICCN_cluster_label,cell types,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
CGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/9bb9596d-f23f-4558-912f-d4dc7d52721b.cxg/,https://datasets.cellxgene.cziscience.com/d7e86fbd-f606-48c1-af99-a12c10a615f2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,ALMVISp top-3,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
CGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/9bb9596d-f23f-4558-912f-d4dc7d52721b.cxg/,https://datasets.cellxgene.cziscience.com/d7e86fbd-f606-48c1-af99-a12c10a615f2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Cre,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
CGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/9bb9596d-f23f-4558-912f-d4dc7d52721b.cxg/,https://datasets.cellxgene.cziscience.com/d7e86fbd-f606-48c1-af99-a12c10a615f2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Date,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
CGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/9bb9596d-f23f-4558-912f-d4dc7d52721b.cxg/,https://datasets.cellxgene.cziscience.com/d7e86fbd-f606-48c1-af99-a12c10a615f2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Exclusion reasons,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
CGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/9bb9596d-f23f-4558-912f-d4dc7d52721b.cxg/,https://datasets.cellxgene.cziscience.com/d7e86fbd-f606-48c1-af99-a12c10a615f2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Inferred layer,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
CGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/9bb9596d-f23f-4558-912f-d4dc7d52721b.cxg/,https://datasets.cellxgene.cziscience.com/d7e86fbd-f606-48c1-af99-a12c10a615f2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Mouse date of birth,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
CGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/9bb9596d-f23f-4558-912f-d4dc7d52721b.cxg/,https://datasets.cellxgene.cziscience.com/d7e86fbd-f606-48c1-af99-a12c10a615f2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Mouse genotype,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
CGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/9bb9596d-f23f-4558-912f-d4dc7d52721b.cxg/,https://datasets.cellxgene.cziscience.com/d7e86fbd-f606-48c1-af99-a12c10a615f2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,RNA family,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
CGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/9bb9596d-f23f-4558-912f-d4dc7d52721b.cxg/,https://datasets.cellxgene.cziscience.com/d7e86fbd-f606-48c1-af99-a12c10a615f2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,RNA type top-3,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
CGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/9bb9596d-f23f-4558-912f-d4dc7d52721b.cxg/,https://datasets.cellxgene.cziscience.com/d7e86fbd-f606-48c1-af99-a12c10a615f2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Sample,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
CGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/9bb9596d-f23f-4558-912f-d4dc7d52721b.cxg/,https://datasets.cellxgene.cziscience.com/d7e86fbd-f606-48c1-af99-a12c10a615f2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Slice,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
CGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/9bb9596d-f23f-4558-912f-d4dc7d52721b.cxg/,https://datasets.cellxgene.cziscience.com/d7e86fbd-f606-48c1-af99-a12c10a615f2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Targeted layer,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
CGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/9bb9596d-f23f-4558-912f-d4dc7d52721b.cxg/,https://datasets.cellxgene.cziscience.com/d7e86fbd-f606-48c1-af99-a12c10a615f2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Trace,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
CGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/9bb9596d-f23f-4558-912f-d4dc7d52721b.cxg/,https://datasets.cellxgene.cziscience.com/d7e86fbd-f606-48c1-af99-a12c10a615f2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,User,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
MGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/42ff5b55-b848-4f4c-b7cb-b8aac107841c.cxg/,https://datasets.cellxgene.cziscience.com/3d04a6eb-2cd8-4546-9f79-61f739fe503e.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,BICCN_subclass_label,cell types,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
MGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/42ff5b55-b848-4f4c-b7cb-b8aac107841c.cxg/,https://datasets.cellxgene.cziscience.com/3d04a6eb-2cd8-4546-9f79-61f739fe503e.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,BICCN_cluster_label,cell types,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
MGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/42ff5b55-b848-4f4c-b7cb-b8aac107841c.cxg/,https://datasets.cellxgene.cziscience.com/3d04a6eb-2cd8-4546-9f79-61f739fe503e.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,ALMVISp top-3,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
MGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/42ff5b55-b848-4f4c-b7cb-b8aac107841c.cxg/,https://datasets.cellxgene.cziscience.com/3d04a6eb-2cd8-4546-9f79-61f739fe503e.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Cre,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
MGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/42ff5b55-b848-4f4c-b7cb-b8aac107841c.cxg/,https://datasets.cellxgene.cziscience.com/3d04a6eb-2cd8-4546-9f79-61f739fe503e.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Date,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
MGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/42ff5b55-b848-4f4c-b7cb-b8aac107841c.cxg/,https://datasets.cellxgene.cziscience.com/3d04a6eb-2cd8-4546-9f79-61f739fe503e.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Exclusion reasons,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
MGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/42ff5b55-b848-4f4c-b7cb-b8aac107841c.cxg/,https://datasets.cellxgene.cziscience.com/3d04a6eb-2cd8-4546-9f79-61f739fe503e.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Inferred layer,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
MGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/42ff5b55-b848-4f4c-b7cb-b8aac107841c.cxg/,https://datasets.cellxgene.cziscience.com/3d04a6eb-2cd8-4546-9f79-61f739fe503e.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Mouse date of birth,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
MGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/42ff5b55-b848-4f4c-b7cb-b8aac107841c.cxg/,https://datasets.cellxgene.cziscience.com/3d04a6eb-2cd8-4546-9f79-61f739fe503e.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Mouse genotype,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
MGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/42ff5b55-b848-4f4c-b7cb-b8aac107841c.cxg/,https://datasets.cellxgene.cziscience.com/3d04a6eb-2cd8-4546-9f79-61f739fe503e.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,RNA family,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
MGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/42ff5b55-b848-4f4c-b7cb-b8aac107841c.cxg/,https://datasets.cellxgene.cziscience.com/3d04a6eb-2cd8-4546-9f79-61f739fe503e.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,RNA type top-3,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
MGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/42ff5b55-b848-4f4c-b7cb-b8aac107841c.cxg/,https://datasets.cellxgene.cziscience.com/3d04a6eb-2cd8-4546-9f79-61f739fe503e.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Sample,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
MGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/42ff5b55-b848-4f4c-b7cb-b8aac107841c.cxg/,https://datasets.cellxgene.cziscience.com/3d04a6eb-2cd8-4546-9f79-61f739fe503e.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Slice,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
MGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/42ff5b55-b848-4f4c-b7cb-b8aac107841c.cxg/,https://datasets.cellxgene.cziscience.com/3d04a6eb-2cd8-4546-9f79-61f739fe503e.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Targeted layer,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
MGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/42ff5b55-b848-4f4c-b7cb-b8aac107841c.cxg/,https://datasets.cellxgene.cziscience.com/3d04a6eb-2cd8-4546-9f79-61f739fe503e.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Trace,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
MGE-derived interneurons integrated with 10X sequencing MOp data,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/42ff5b55-b848-4f4c-b7cb-b8aac107841c.cxg/,https://datasets.cellxgene.cziscience.com/3d04a6eb-2cd8-4546-9f79-61f739fe503e.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,User,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/bf6a5c78-5a2e-4e34-93f3-7be5d127d879.cxg/,https://datasets.cellxgene.cziscience.com/1dbc9400-aeb1-44b4-ba4a-a738c368570f.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,BICCN_subclass_label,cell types,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/bf6a5c78-5a2e-4e34-93f3-7be5d127d879.cxg/,https://datasets.cellxgene.cziscience.com/1dbc9400-aeb1-44b4-ba4a-a738c368570f.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,BICCN_cluster_label,cell types,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/bf6a5c78-5a2e-4e34-93f3-7be5d127d879.cxg/,https://datasets.cellxgene.cziscience.com/1dbc9400-aeb1-44b4-ba4a-a738c368570f.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,ALMVISp top-3,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/bf6a5c78-5a2e-4e34-93f3-7be5d127d879.cxg/,https://datasets.cellxgene.cziscience.com/1dbc9400-aeb1-44b4-ba4a-a738c368570f.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Cre,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/bf6a5c78-5a2e-4e34-93f3-7be5d127d879.cxg/,https://datasets.cellxgene.cziscience.com/1dbc9400-aeb1-44b4-ba4a-a738c368570f.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Date,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/bf6a5c78-5a2e-4e34-93f3-7be5d127d879.cxg/,https://datasets.cellxgene.cziscience.com/1dbc9400-aeb1-44b4-ba4a-a738c368570f.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Exclusion reasons,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/bf6a5c78-5a2e-4e34-93f3-7be5d127d879.cxg/,https://datasets.cellxgene.cziscience.com/1dbc9400-aeb1-44b4-ba4a-a738c368570f.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Inferred layer,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/bf6a5c78-5a2e-4e34-93f3-7be5d127d879.cxg/,https://datasets.cellxgene.cziscience.com/1dbc9400-aeb1-44b4-ba4a-a738c368570f.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Mouse date of birth,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/bf6a5c78-5a2e-4e34-93f3-7be5d127d879.cxg/,https://datasets.cellxgene.cziscience.com/1dbc9400-aeb1-44b4-ba4a-a738c368570f.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Mouse genotype,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/bf6a5c78-5a2e-4e34-93f3-7be5d127d879.cxg/,https://datasets.cellxgene.cziscience.com/1dbc9400-aeb1-44b4-ba4a-a738c368570f.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,RNA family,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/bf6a5c78-5a2e-4e34-93f3-7be5d127d879.cxg/,https://datasets.cellxgene.cziscience.com/1dbc9400-aeb1-44b4-ba4a-a738c368570f.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,RNA type top-3,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/bf6a5c78-5a2e-4e34-93f3-7be5d127d879.cxg/,https://datasets.cellxgene.cziscience.com/1dbc9400-aeb1-44b4-ba4a-a738c368570f.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Sample,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/bf6a5c78-5a2e-4e34-93f3-7be5d127d879.cxg/,https://datasets.cellxgene.cziscience.com/1dbc9400-aeb1-44b4-ba4a-a738c368570f.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Slice,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
