Dataset,Full name dataset,CxG link,h5ad link,Reference_DOI,Bionetworks reference,Bionetworks reference,Standard category cell_type present? (T/F),Author Category Cell Type Field Name,Content,Value type(s),Notes,Study Short Name,CxG Dataset Collection,Is the dataset Normal or Normal/Diseased,Stage
All cells with electrophysiological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/bf6a5c78-5a2e-4e34-93f3-7be5d127d879.cxg/,https://datasets.cellxgene.cziscience.com/1dbc9400-aeb1-44b4-ba4a-a738c368570f.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Targeted layer,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/bf6a5c78-5a2e-4e34-93f3-7be5d127d879.cxg/,https://datasets.cellxgene.cziscience.com/1dbc9400-aeb1-44b4-ba4a-a738c368570f.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Trace,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/bf6a5c78-5a2e-4e34-93f3-7be5d127d879.cxg/,https://datasets.cellxgene.cziscience.com/1dbc9400-aeb1-44b4-ba4a-a738c368570f.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,User,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/341a0702-9d26-4d8a-b047-ab475f3b492e.cxg/,https://datasets.cellxgene.cziscience.com/bc474348-6dbd-483a-acb7-f295d1521fa2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,BICCN_subclass_label,cell types,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/341a0702-9d26-4d8a-b047-ab475f3b492e.cxg/,https://datasets.cellxgene.cziscience.com/bc474348-6dbd-483a-acb7-f295d1521fa2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,BICCN_cluster_label,cell types,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/341a0702-9d26-4d8a-b047-ab475f3b492e.cxg/,https://datasets.cellxgene.cziscience.com/bc474348-6dbd-483a-acb7-f295d1521fa2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,ALMVISp top-3,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/341a0702-9d26-4d8a-b047-ab475f3b492e.cxg/,https://datasets.cellxgene.cziscience.com/bc474348-6dbd-483a-acb7-f295d1521fa2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Cre,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/341a0702-9d26-4d8a-b047-ab475f3b492e.cxg/,https://datasets.cellxgene.cziscience.com/bc474348-6dbd-483a-acb7-f295d1521fa2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Date,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/341a0702-9d26-4d8a-b047-ab475f3b492e.cxg/,https://datasets.cellxgene.cziscience.com/bc474348-6dbd-483a-acb7-f295d1521fa2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Exclusion reasons,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/341a0702-9d26-4d8a-b047-ab475f3b492e.cxg/,https://datasets.cellxgene.cziscience.com/bc474348-6dbd-483a-acb7-f295d1521fa2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Inferred layer,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/341a0702-9d26-4d8a-b047-ab475f3b492e.cxg/,https://datasets.cellxgene.cziscience.com/bc474348-6dbd-483a-acb7-f295d1521fa2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Mouse date of birth,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/341a0702-9d26-4d8a-b047-ab475f3b492e.cxg/,https://datasets.cellxgene.cziscience.com/bc474348-6dbd-483a-acb7-f295d1521fa2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Mouse genotype,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/341a0702-9d26-4d8a-b047-ab475f3b492e.cxg/,https://datasets.cellxgene.cziscience.com/bc474348-6dbd-483a-acb7-f295d1521fa2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,RNA family,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/341a0702-9d26-4d8a-b047-ab475f3b492e.cxg/,https://datasets.cellxgene.cziscience.com/bc474348-6dbd-483a-acb7-f295d1521fa2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,RNA type top-3,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/341a0702-9d26-4d8a-b047-ab475f3b492e.cxg/,https://datasets.cellxgene.cziscience.com/bc474348-6dbd-483a-acb7-f295d1521fa2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Sample,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/341a0702-9d26-4d8a-b047-ab475f3b492e.cxg/,https://datasets.cellxgene.cziscience.com/bc474348-6dbd-483a-acb7-f295d1521fa2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Slice,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/341a0702-9d26-4d8a-b047-ab475f3b492e.cxg/,https://datasets.cellxgene.cziscience.com/bc474348-6dbd-483a-acb7-f295d1521fa2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Targeted layer,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/341a0702-9d26-4d8a-b047-ab475f3b492e.cxg/,https://datasets.cellxgene.cziscience.com/bc474348-6dbd-483a-acb7-f295d1521fa2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Trace,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/341a0702-9d26-4d8a-b047-ab475f3b492e.cxg/,https://datasets.cellxgene.cziscience.com/bc474348-6dbd-483a-acb7-f295d1521fa2.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,User,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological and morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/8f98c236-43f0-4dc4-985b-c304499f7b44.cxg/,https://datasets.cellxgene.cziscience.com/070d3916-633e-43af-bcc6-30358a327161.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,BICCN_subclass_label,cell types,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological and morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/8f98c236-43f0-4dc4-985b-c304499f7b44.cxg/,https://datasets.cellxgene.cziscience.com/070d3916-633e-43af-bcc6-30358a327161.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,BICCN_cluster_label,cell types,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological and morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/8f98c236-43f0-4dc4-985b-c304499f7b44.cxg/,https://datasets.cellxgene.cziscience.com/070d3916-633e-43af-bcc6-30358a327161.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,ALMVISp top-3,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological and morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/8f98c236-43f0-4dc4-985b-c304499f7b44.cxg/,https://datasets.cellxgene.cziscience.com/070d3916-633e-43af-bcc6-30358a327161.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Cre,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological and morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/8f98c236-43f0-4dc4-985b-c304499f7b44.cxg/,https://datasets.cellxgene.cziscience.com/070d3916-633e-43af-bcc6-30358a327161.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Date,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological and morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/8f98c236-43f0-4dc4-985b-c304499f7b44.cxg/,https://datasets.cellxgene.cziscience.com/070d3916-633e-43af-bcc6-30358a327161.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Exclusion reasons,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological and morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/8f98c236-43f0-4dc4-985b-c304499f7b44.cxg/,https://datasets.cellxgene.cziscience.com/070d3916-633e-43af-bcc6-30358a327161.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Inferred layer,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological and morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/8f98c236-43f0-4dc4-985b-c304499f7b44.cxg/,https://datasets.cellxgene.cziscience.com/070d3916-633e-43af-bcc6-30358a327161.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Mouse date of birth,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological and morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/8f98c236-43f0-4dc4-985b-c304499f7b44.cxg/,https://datasets.cellxgene.cziscience.com/070d3916-633e-43af-bcc6-30358a327161.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Mouse genotype,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological and morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/8f98c236-43f0-4dc4-985b-c304499f7b44.cxg/,https://datasets.cellxgene.cziscience.com/070d3916-633e-43af-bcc6-30358a327161.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,RNA family,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological and morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/8f98c236-43f0-4dc4-985b-c304499f7b44.cxg/,https://datasets.cellxgene.cziscience.com/070d3916-633e-43af-bcc6-30358a327161.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,RNA type top-3,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological and morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/8f98c236-43f0-4dc4-985b-c304499f7b44.cxg/,https://datasets.cellxgene.cziscience.com/070d3916-633e-43af-bcc6-30358a327161.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Sample,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological and morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/8f98c236-43f0-4dc4-985b-c304499f7b44.cxg/,https://datasets.cellxgene.cziscience.com/070d3916-633e-43af-bcc6-30358a327161.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Slice,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological and morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/8f98c236-43f0-4dc4-985b-c304499f7b44.cxg/,https://datasets.cellxgene.cziscience.com/070d3916-633e-43af-bcc6-30358a327161.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Targeted layer,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological and morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/8f98c236-43f0-4dc4-985b-c304499f7b44.cxg/,https://datasets.cellxgene.cziscience.com/070d3916-633e-43af-bcc6-30358a327161.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,Trace,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
All cells with electrophysiological and morphological recordings,Phenotypic variation of transcriptomic cell types in mouse motor cortex,https://cellxgene.cziscience.com/e/8f98c236-43f0-4dc4-985b-c304499f7b44.cxg/,https://datasets.cellxgene.cziscience.com/070d3916-633e-43af-bcc6-30358a327161.h5ad,https://doi.org/10.1038/s41586-020-2907-3,,T,T,User,other,abbreviations,,Scala et al. (2021) Nature,https://cellxgene.cziscience.com/collections/20a1dadf-a3a7-4783-b311-fcff3c457763,Normal,Adult
HypoMap – a unified single cell gene expression atlas of the murine hypothalamus,HypoMap – a unified single cell gene expression atlas of the murine hypothalamus,https://cellxgene.cziscience.com/e/dbb4e1ed-d820-4e83-981f-88ef7eb55a35.cxg/,https://datasets.cellxgene.cziscience.com/250192f0-94d8-4e26-91cb-afe7e360605e.h5ad,https://doi.org/10.1038/s42255-022-00657-y,,T,T,Author_Class_Curated,cell types,normal,,Steuernagel et al. (2022) Nat Metab,https://cellxgene.cziscience.com/collections/d86517f0-fa7e-4266-b82e-a521350d6d36,Normal,Adult
HypoMap – a unified single cell gene expression atlas of the murine hypothalamus,HypoMap – a unified single cell gene expression atlas of the murine hypothalamus,https://cellxgene.cziscience.com/e/dbb4e1ed-d820-4e83-981f-88ef7eb55a35.cxg/,https://datasets.cellxgene.cziscience.com/250192f0-94d8-4e26-91cb-afe7e360605e.h5ad,https://doi.org/10.1038/s42255-022-00657-y,,T,T,Author_CellType,cell types,abbreviations,,Steuernagel et al. (2022) Nat Metab,https://cellxgene.cziscience.com/collections/d86517f0-fa7e-4266-b82e-a521350d6d36,Normal,Adult
HypoMap – a unified single cell gene expression atlas of the murine hypothalamus,HypoMap – a unified single cell gene expression atlas of the murine hypothalamus,https://cellxgene.cziscience.com/e/dbb4e1ed-d820-4e83-981f-88ef7eb55a35.cxg/,https://datasets.cellxgene.cziscience.com/250192f0-94d8-4e26-91cb-afe7e360605e.h5ad,https://doi.org/10.1038/s42255-022-00657-y,,T,T,C185_named,cell types,abbreviations,,Steuernagel et al. (2022) Nat Metab,https://cellxgene.cziscience.com/collections/d86517f0-fa7e-4266-b82e-a521350d6d36,Normal,Adult
HypoMap – a unified single cell gene expression atlas of the murine hypothalamus,HypoMap – a unified single cell gene expression atlas of the murine hypothalamus,https://cellxgene.cziscience.com/e/dbb4e1ed-d820-4e83-981f-88ef7eb55a35.cxg/,https://datasets.cellxgene.cziscience.com/250192f0-94d8-4e26-91cb-afe7e360605e.h5ad,https://doi.org/10.1038/s42255-022-00657-y,,T,T,C25_named,cell types,abbreviations,,Steuernagel et al. (2022) Nat Metab,https://cellxgene.cziscience.com/collections/d86517f0-fa7e-4266-b82e-a521350d6d36,Normal,Adult
