Dataset (indv datasets within larger group),Full name dataset (top of page),CxG Link,h5ad link,Reference_DOI,Bionetworks reference,Standard category present? (T/F),Standard category cell_type present? (T/F),Author Category Cell Type Field Name,Content,Value type(s),Notes,Study Short Name,CxG Dataset Collection X,Is the dataset Normal or Normal/Diseased,Stage
Individual Single-Cell RNA-seq PBMC Data from Arunachalam et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/59b69042-47c2-47fd-ad03-d21beb99818f.cxg/,https://datasets.cellxgene.cziscience.com/1ff3a755-f3ae-41d2-95eb-b7dab87e7a09.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,Lineage,Cell types,"normal,abbreviations ",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Arunachalam et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/59b69042-47c2-47fd-ad03-d21beb99818f.cxg/,https://datasets.cellxgene.cziscience.com/1ff3a755-f3ae-41d2-95eb-b7dab87e7a09.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,disease_general,Other ,"normal,abbreviations ",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Arunachalam et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/59b69042-47c2-47fd-ad03-d21beb99818f.cxg/,https://datasets.cellxgene.cziscience.com/1ff3a755-f3ae-41d2-95eb-b7dab87e7a09.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,disease_original ,Other ,normal ,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Arunachalam et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/59b69042-47c2-47fd-ad03-d21beb99818f.cxg/,https://datasets.cellxgene.cziscience.com/1ff3a755-f3ae-41d2-95eb-b7dab87e7a09.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,sample,Other ,"normal,abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Arunachalam et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/59b69042-47c2-47fd-ad03-d21beb99818f.cxg/,https://datasets.cellxgene.cziscience.com/1ff3a755-f3ae-41d2-95eb-b7dab87e7a09.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,COVID-19 Condition,Other ,normal ,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Lee et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/4c4cd77c-8fee-4836-9145-16562a8782fe.cxg/,https://datasets.cellxgene.cziscience.com/bdee03e4-14ee-4f3e-a225-3d12f032841f.h5ad,DOI:10.1016/j.isci.2021.103117,T,T,T,Cell.class_reannotated,Cell types,"normal,abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Lee et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/4c4cd77c-8fee-4836-9145-16562a8782fe.cxg/,https://datasets.cellxgene.cziscience.com/bdee03e4-14ee-4f3e-a225-3d12f032841f.h5ad,DOI:10.1016/j.isci.2021.103117,T,T,T,Cell.group,Cell types,"normal,abbreviations ",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Lee et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/4c4cd77c-8fee-4836-9145-16562a8782fe.cxg/,https://datasets.cellxgene.cziscience.com/bdee03e4-14ee-4f3e-a225-3d12f032841f.h5ad,DOI:10.1016/j.isci.2021.103116,T,T,T,COVID-19 Condition,Other ,normal ,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Lee et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/4c4cd77c-8fee-4836-9145-16562a8782fe.cxg/,https://datasets.cellxgene.cziscience.com/bdee03e4-14ee-4f3e-a225-3d12f032841f.h5ad,DOI:10.1016/j.isci.2021.103117,T,T,T,Lineage,Cell types,"normal,abbreviations ",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Lee et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/4c4cd77c-8fee-4836-9145-16562a8782fe.cxg/,https://datasets.cellxgene.cziscience.com/bdee03e4-14ee-4f3e-a225-3d12f032841f.h5ad,DOI:10.1016/j.isci.2021.103117,T,T,T,disease_general,Other ,"normal,abbreviations ",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Lee et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/4c4cd77c-8fee-4836-9145-16562a8782fe.cxg/,https://datasets.cellxgene.cziscience.com/bdee03e4-14ee-4f3e-a225-3d12f032841f.h5ad,DOI:10.1016/j.isci.2021.103117,T,T,T,disease_original ,Other ,normal ,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Lee et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/4c4cd77c-8fee-4836-9145-16562a8782fe.cxg/,https://datasets.cellxgene.cziscience.com/bdee03e4-14ee-4f3e-a225-3d12f032841f.h5ad,DOI:10.1016/j.isci.2021.103117,T,T,T,sample,Other ,"normal,abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Wilk et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/055ca631-6ffb-40de-815e-b931e10718c0.cxg/,https://datasets.cellxgene.cziscience.com/a16da6f8-964e-4d7f-93a7-66f941267945.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,cell_type_fine ,Cell types,"normal,abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Wilk et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/055ca631-6ffb-40de-815e-b931e10718c0.cxg/,https://datasets.cellxgene.cziscience.com/a16da6f8-964e-4d7f-93a7-66f941267945.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,cell_type_coarse ,Cell types,"normal,abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Wilk et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/055ca631-6ffb-40de-815e-b931e10718c0.cxg/,https://datasets.cellxgene.cziscience.com/a16da6f8-964e-4d7f-93a7-66f941267945.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,Cell.class_reannotated,Cell types,"normal,abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Wilk et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/055ca631-6ffb-40de-815e-b931e10718c0.cxg/,https://datasets.cellxgene.cziscience.com/a16da6f8-964e-4d7f-93a7-66f941267945.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,Cell.group ,Cell types,"normal,abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Wilk et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/055ca631-6ffb-40de-815e-b931e10718c0.cxg/,https://datasets.cellxgene.cziscience.com/a16da6f8-964e-4d7f-93a7-66f941267945.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,Lineage,Cell types,"normal,abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Wilk et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/055ca631-6ffb-40de-815e-b931e10718c0.cxg/,https://datasets.cellxgene.cziscience.com/a16da6f8-964e-4d7f-93a7-66f941267945.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,Admission,Other ,"normal,abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Wilk et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/055ca631-6ffb-40de-815e-b931e10718c0.cxg/,https://datasets.cellxgene.cziscience.com/a16da6f8-964e-4d7f-93a7-66f941267945.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,COVID-19 Condition ,Other ,"normal,abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Wilk et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/055ca631-6ffb-40de-815e-b931e10718c0.cxg/,https://datasets.cellxgene.cziscience.com/a16da6f8-964e-4d7f-93a7-66f941267945.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,Ventilated ,Other ,"normal,abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Wilk et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/055ca631-6ffb-40de-815e-b931e10718c0.cxg/,https://datasets.cellxgene.cziscience.com/a16da6f8-964e-4d7f-93a7-66f941267945.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,disease_general ,Other ,"normal,abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Wilk et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/055ca631-6ffb-40de-815e-b931e10718c0.cxg/,https://datasets.cellxgene.cziscience.com/a16da6f8-964e-4d7f-93a7-66f941267945.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,disease_original,Other ,normal ,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Wilk et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/055ca631-6ffb-40de-815e-b931e10718c0.cxg/,https://datasets.cellxgene.cziscience.com/a16da6f8-964e-4d7f-93a7-66f941267945.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,sample ,Other ,abbreviations,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
B Cell/Plasmablast Sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/d9b4bc69-ed90-4f5f-99b2-61b0681ba436.cxg/,https://datasets.cellxgene.cziscience.com/5b918503-ab77-42f9-aaab-8d4b6102dbde.h5ad,DOI:10.1016/j.isci.2021.103116,T,T,T,Cell.class,Cell types,"normal,abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
B Cell/Plasmablast Sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/d9b4bc69-ed90-4f5f-99b2-61b0681ba436.cxg/,https://datasets.cellxgene.cziscience.com/5b918503-ab77-42f9-aaab-8d4b6102dbde.h5ad,DOI:10.1016/j.isci.2021.103116,T,T,T,Cell.group,Cell types,normal,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
B Cell/Plasmablast Sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/d9b4bc69-ed90-4f5f-99b2-61b0681ba436.cxg/,https://datasets.cellxgene.cziscience.com/5b918503-ab77-42f9-aaab-8d4b6102dbde.h5ad,DOI:10.1016/j.isci.2021.103116,T,T,T,Lineage,Cell types,"normal,abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
B Cell/Plasmablast Sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/d9b4bc69-ed90-4f5f-99b2-61b0681ba436.cxg/,https://datasets.cellxgene.cziscience.com/5b918503-ab77-42f9-aaab-8d4b6102dbde.h5ad,DOI:10.1016/j.isci.2021.103116,T,T,T,COVID-19 Condition ,Other ,"normal,abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
B Cell/Plasmablast Sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/d9b4bc69-ed90-4f5f-99b2-61b0681ba436.cxg/,https://datasets.cellxgene.cziscience.com/5b918503-ab77-42f9-aaab-8d4b6102dbde.h5ad,DOI:10.1016/j.isci.2021.103116,T,T,T,Dataset,Other ,normal,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
B Cell/Plasmablast Sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/d9b4bc69-ed90-4f5f-99b2-61b0681ba436.cxg/,https://datasets.cellxgene.cziscience.com/5b918503-ab77-42f9-aaab-8d4b6102dbde.h5ad,DOI:10.1016/j.isci.2021.103116,T,T,T,age(y),Other ,normal,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
B Cell/Plasmablast Sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/d9b4bc69-ed90-4f5f-99b2-61b0681ba436.cxg/,https://datasets.cellxgene.cziscience.com/5b918503-ab77-42f9-aaab-8d4b6102dbde.h5ad,DOI:10.1016/j.isci.2021.103116,T,T,T,disease_general,Other ,"normal,abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
B Cell/Plasmablast Sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/d9b4bc69-ed90-4f5f-99b2-61b0681ba436.cxg/,https://datasets.cellxgene.cziscience.com/5b918503-ab77-42f9-aaab-8d4b6102dbde.h5ad,DOI:10.1016/j.isci.2021.103116,T,T,T,disease_original,Other ,normal,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
