Dataset (indv datasets within larger group),Full name dataset (top of page),CxG Link,h5ad link,Reference_DOI,Bionetworks reference,Standard category present? (T/F),Standard category cell_type present? (T/F),Author Category Cell Type Field Name,Content,Value type(s),Notes,Study Short Name,CxG Dataset Collection X,Is the dataset Normal or Normal/Diseased,Stage
"AIDA Phase 1 Data Freeze v2: Chinese, Indian, Japanese, Korean, Malay, and Thai donors in Japan, Singapore, South Korea, Thailand, and India",Asian Immune Diversity Atlas (AIDA),https://cellxgene.cziscience.com/e/c838aec3-03ef-4398-b882-0e3912abfff0.cxg/,https://datasets.cellxgene.cziscience.com/45f65bd0-f115-42e0-9af9-e409e58485f0.h5ad,-,-,T,T,Annotation_Level1,cell types,normal,,Kock et al. (2025) Cell,https://cellxgene.cziscience.com/collections/ced320a1-29f3-47c1-a735-513c7084d508,Normal,Adult
"AIDA Phase 1 Data Freeze v2: Chinese, Indian, Japanese, Korean, Malay, and Thai donors in Japan, Singapore, South Korea, Thailand, and India",Asian Immune Diversity Atlas (AIDA),https://cellxgene.cziscience.com/e/c838aec3-03ef-4398-b882-0e3912abfff0.cxg/,https://datasets.cellxgene.cziscience.com/45f65bd0-f115-42e0-9af9-e409e58485f0.h5ad,-,-,T,T,Annotation_Level2,cell types,normal,,Kock et al. (2025) Cell,https://cellxgene.cziscience.com/collections/ced320a1-29f3-47c1-a735-513c7084d508,Normal,Adult
"AIDA Phase 1 Data Freeze v2: Chinese, Indian, Japanese, Korean, Malay, and Thai donors in Japan, Singapore, South Korea, Thailand, and India",Asian Immune Diversity Atlas (AIDA),https://cellxgene.cziscience.com/e/c838aec3-03ef-4398-b882-0e3912abfff0.cxg/,https://datasets.cellxgene.cziscience.com/45f65bd0-f115-42e0-9af9-e409e58485f0.h5ad,-,-,T,T,Annotation_Level3,cell types,normal,,Kock et al. (2025) Cell,https://cellxgene.cziscience.com/collections/ced320a1-29f3-47c1-a735-513c7084d508,Normal,Adult
"AIDA Phase 1 Data Freeze v2: Chinese, Indian, Japanese, Korean, Malay, and Thai donors in Japan, Singapore, South Korea, Thailand, and India",Asian Immune Diversity Atlas (AIDA),https://cellxgene.cziscience.com/e/c838aec3-03ef-4398-b882-0e3912abfff0.cxg/,https://datasets.cellxgene.cziscience.com/45f65bd0-f115-42e0-9af9-e409e58485f0.h5ad,-,-,T,T,Annotation_Level4,cell types,normal,,Kock et al. (2025) Cell,https://cellxgene.cziscience.com/collections/ced320a1-29f3-47c1-a735-513c7084d508,Normal,Adult
"AIDA Phase 1 Data Freeze v2: Chinese, Indian, Japanese, Korean, Malay, and Thai donors in Japan, Singapore, South Korea, Thailand, and India",Asian Immune Diversity Atlas (AIDA),https://cellxgene.cziscience.com/e/c838aec3-03ef-4398-b882-0e3912abfff0.cxg/,https://datasets.cellxgene.cziscience.com/45f65bd0-f115-42e0-9af9-e409e58485f0.h5ad,-,-,T,T,author_cell_type,cell types,normal,,Kock et al. (2025) Cell,https://cellxgene.cziscience.com/collections/ced320a1-29f3-47c1-a735-513c7084d508,Normal,Adult
"COMBAT project: single cell gene expression data from COVID-19, sepsis and flu patient PBMCs",A blood atlas of COVID-19 defines hallmarks of disease severity and specificity,https://cellxgene.cziscience.com/e/ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3.cxg/,https://datasets.cellxgene.cziscience.com/ac818189-5c6b-48d2-8bf1-f7511de7b5a9.h5ad,DOI: 10.1016/j.cell.2022.01.012,T,T,T,GEX_region ,Cell types ,normal ,,Ahern et al. (2022) Cell ,https://cellxgene.cziscience.com/collections/8f126edf-5405-4731-8374-b5ce11f53e82,Normal,Adult
"COMBAT project: single cell gene expression data from COVID-19, sepsis and flu patient PBMCs",A blood atlas of COVID-19 defines hallmarks of disease severity and specificity,https://cellxgene.cziscience.com/e/ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3.cxg/,https://datasets.cellxgene.cziscience.com/ac818189-5c6b-48d2-8bf1-f7511de7b5a9.h5ad,DOI: 10.1016/j.cell.2022.01.012,T,T,T,Cell_type_original,Cell types ,normal ,,Ahern et al. (2022) Cell ,https://cellxgene.cziscience.com/collections/8f126edf-5405-4731-8374-b5ce11f53e82,Normal,Adult
"COMBAT project: single cell gene expression data from COVID-19, sepsis and flu patient PBMCs",A blood atlas of COVID-19 defines hallmarks of disease severity and specificity,https://cellxgene.cziscience.com/e/ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3.cxg/,https://datasets.cellxgene.cziscience.com/ac818189-5c6b-48d2-8bf1-f7511de7b5a9.h5ad,DOI: 10.1016/j.cell.2022.01.012,T,T,T,Cluster,Cell types ,normal ,,Ahern et al. (2022) Cell ,https://cellxgene.cziscience.com/collections/8f126edf-5405-4731-8374-b5ce11f53e82,Normal,Adult
"COMBAT project: single cell gene expression data from COVID-19, sepsis and flu patient PBMCs",A blood atlas of COVID-19 defines hallmarks of disease severity and specificity,https://cellxgene.cziscience.com/e/ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3.cxg/,https://datasets.cellxgene.cziscience.com/ac818189-5c6b-48d2-8bf1-f7511de7b5a9.h5ad,DOI: 10.1016/j.cell.2022.01.012,T,T,T,major_subset,Cell types ,normal ,,Ahern et al. (2022) Cell ,https://cellxgene.cziscience.com/collections/8f126edf-5405-4731-8374-b5ce11f53e82,Normal,Adult
"COMBAT project: single cell gene expression data from COVID-19, sepsis and flu patient PBMCs",A blood atlas of COVID-19 defines hallmarks of disease severity and specificity,https://cellxgene.cziscience.com/e/ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3.cxg/,https://datasets.cellxgene.cziscience.com/ac818189-5c6b-48d2-8bf1-f7511de7b5a9.h5ad,DOI: 10.1016/j.cell.2022.01.012,T,T,T,minor_subset,Cell types ,normal ,,Ahern et al. (2022) Cell ,https://cellxgene.cziscience.com/collections/8f126edf-5405-4731-8374-b5ce11f53e82,Normal,Adult
"COMBAT project: single cell gene expression data from COVID-19, sepsis and flu patient PBMCs",A blood atlas of COVID-19 defines hallmarks of disease severity and specificity,https://cellxgene.cziscience.com/e/ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3.cxg/,https://datasets.cellxgene.cziscience.com/ac818189-5c6b-48d2-8bf1-f7511de7b5a9.h5ad,DOI: 10.1016/j.cell.2022.01.012,T,T,T,Cell_type_source,Cell type and infection source,normal ,,Ahern et al. (2022) Cell ,https://cellxgene.cziscience.com/collections/8f126edf-5405-4731-8374-b5ce11f53e82,Disease,Adult
"COMBAT project: single cell gene expression data from COVID-19, sepsis and flu patient PBMCs",A blood atlas of COVID-19 defines hallmarks of disease severity and specificity,https://cellxgene.cziscience.com/e/ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3.cxg/,https://datasets.cellxgene.cziscience.com/ac818189-5c6b-48d2-8bf1-f7511de7b5a9.h5ad,DOI: 10.1016/j.cell.2022.01.012,T,T,T,Cluster_source,Cell type and infection source,normal ,,Ahern et al. (2022) Cell ,https://cellxgene.cziscience.com/collections/8f126edf-5405-4731-8374-b5ce11f53e82,Disease,Adult
"COMBAT project: single cell gene expression data from COVID-19, sepsis and flu patient PBMCs",A blood atlas of COVID-19 defines hallmarks of disease severity and specificity,https://cellxgene.cziscience.com/e/ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3.cxg/,https://datasets.cellxgene.cziscience.com/ac818189-5c6b-48d2-8bf1-f7511de7b5a9.h5ad,DOI: 10.1016/j.cell.2022.01.012,T,T,T,major_subset_source ,Cell type and infection source,normal ,,Ahern et al. (2022) Cell ,https://cellxgene.cziscience.com/collections/8f126edf-5405-4731-8374-b5ce11f53e82,Disease,Adult
"COMBAT project: single cell gene expression data from COVID-19, sepsis and flu patient PBMCs",A blood atlas of COVID-19 defines hallmarks of disease severity and specificity,https://cellxgene.cziscience.com/e/ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3.cxg/,https://datasets.cellxgene.cziscience.com/ac818189-5c6b-48d2-8bf1-f7511de7b5a9.h5ad,DOI: 10.1016/j.cell.2022.01.012,T,T,T,minor_subset_source ,Cell type and infection source,normal ,,Ahern et al. (2022) Cell ,https://cellxgene.cziscience.com/collections/8f126edf-5405-4731-8374-b5ce11f53e82,Disease,Adult
"COMBAT project: single cell gene expression data from COVID-19, sepsis and flu patient PBMCs",A blood atlas of COVID-19 defines hallmarks of disease severity and specificity,https://cellxgene.cziscience.com/e/ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3.cxg/,https://datasets.cellxgene.cziscience.com/ac818189-5c6b-48d2-8bf1-f7511de7b5a9.h5ad,DOI: 10.1016/j.cell.2022.01.012,T,T,T,Source,Other ,normal ,,Ahern et al. (2022) Cell ,https://cellxgene.cziscience.com/collections/8f126edf-5405-4731-8374-b5ce11f53e82,Normal,Adult
"COMBAT project: single cell gene expression data from COVID-19, sepsis and flu patient PBMCs",A blood atlas of COVID-19 defines hallmarks of disease severity and specificity,https://cellxgene.cziscience.com/e/ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3.cxg/,https://datasets.cellxgene.cziscience.com/ac818189-5c6b-48d2-8bf1-f7511de7b5a9.h5ad,DOI: 10.1016/j.cell.2022.01.012,T,T,T,scRNASeq_sample_ID,Other ,normal ,,Ahern et al. (2022) Cell ,https://cellxgene.cziscience.com/collections/8f126edf-5405-4731-8374-b5ce11f53e82,Normal,Adult
nygc multimodal pbmc,Integrated analysis of multimodal single-cell data,https://cellxgene.cziscience.com/e/ed5d841d-6346-47d4-ab2f-7119ad7e3a35.cxg/,https://datasets.cellxgene.cziscience.com/9bb8be38-d63f-4c8c-bf31-5ba078713315.h5ad,"DOI:10.1016/j.cell.2021.04.048",T,T,T,celltype.l1,Cell types ,normal ,,Hao et al. (2021) Cell,https://cellxgene.cziscience.com/collections/b0cf0afa-ec40-4d65-b570-ed4ceacc6813/private,Normal,Adult
nygc multimodal pbmc,Integrated analysis of multimodal single-cell data,https://cellxgene.cziscience.com/e/ed5d841d-6346-47d4-ab2f-7119ad7e3a35.cxg/,https://datasets.cellxgene.cziscience.com/9bb8be38-d63f-4c8c-bf31-5ba078713315.h5ad,"DOI:10.1016/j.cell.2021.04.048",T,T,T,celltype.l2,Cell types ,normal ,,Hao et al. (2021) Cell,https://cellxgene.cziscience.com/collections/b0cf0afa-ec40-4d65-b570-ed4ceacc6813/private,Normal,Adult
nygc multimodal pbmc,Integrated analysis of multimodal single-cell data,https://cellxgene.cziscience.com/e/ed5d841d-6346-47d4-ab2f-7119ad7e3a35.cxg/,https://datasets.cellxgene.cziscience.com/9bb8be38-d63f-4c8c-bf31-5ba078713315.h5ad,"DOI:10.1016/j.cell.2021.04.048",T,T,T,celltype.l3,Cell types,normal ,,Hao et al. (2021) Cell,https://cellxgene.cziscience.com/collections/b0cf0afa-ec40-4d65-b570-ed4ceacc6813/private,Normal,Adult
nygc multimodal pbmc,Integrated analysis of multimodal single-cell data,https://cellxgene.cziscience.com/e/ed5d841d-6346-47d4-ab2f-7119ad7e3a35.cxg/,https://datasets.cellxgene.cziscience.com/9bb8be38-d63f-4c8c-bf31-5ba078713315.h5ad,"DOI:10.1016/j.cell.2021.04.048",T,T,T,Phase ,Other ,normal ,,Hao et al. (2021) Cell,https://cellxgene.cziscience.com/collections/b0cf0afa-ec40-4d65-b570-ed4ceacc6813/private,Normal,Adult
nygc multimodal pbmc,Integrated analysis of multimodal single-cell data,https://cellxgene.cziscience.com/e/ed5d841d-6346-47d4-ab2f-7119ad7e3a35.cxg/,https://datasets.cellxgene.cziscience.com/9bb8be38-d63f-4c8c-bf31-5ba078713315.h5ad,"DOI:10.1016/j.cell.2021.04.048",T,T,T,lane,Other ,normal ,,Hao et al. (2021) Cell,https://cellxgene.cziscience.com/collections/b0cf0afa-ec40-4d65-b570-ed4ceacc6813/private,Normal,Adult
nygc multimodal pbmc,Integrated analysis of multimodal single-cell data,https://cellxgene.cziscience.com/e/ed5d841d-6346-47d4-ab2f-7119ad7e3a35.cxg/,https://datasets.cellxgene.cziscience.com/9bb8be38-d63f-4c8c-bf31-5ba078713315.h5ad,"DOI:10.1016/j.cell.2021.04.048",T,T,T,orig.ident,Other ,normal ,,Hao et al. (2021) Cell,https://cellxgene.cziscience.com/collections/b0cf0afa-ec40-4d65-b570-ed4ceacc6813/private,Normal,Adult
nygc multimodal pbmc,Integrated analysis of multimodal single-cell data,https://cellxgene.cziscience.com/e/ed5d841d-6346-47d4-ab2f-7119ad7e3a35.cxg/,https://datasets.cellxgene.cziscience.com/9bb8be38-d63f-4c8c-bf31-5ba078713315.h5ad,"DOI:10.1016/j.cell.2021.04.048",T,T,T,time,Other ,normal ,,Hao et al. (2021) Cell,https://cellxgene.cziscience.com/collections/b0cf0afa-ec40-4d65-b570-ed4ceacc6813/private,Normal,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/c588e5ee-0741-486e-9283-a8f0157a1406.h5ad,DOI: 10.1126/sciimmunol.abd1554,T,T,T,Celltype,Cell types,normal ,,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Disease,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/c588e5ee-0741-486e-9283-a8f0157a1406.h5ad,DOI: 10.1126/sciimmunol.abd1555,T,T,T,Disease group,Other ,normal ,,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Disease,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/c588e5ee-0741-486e-9283-a8f0157a1406.h5ad,DOI: 10.1126/sciimmunol.abd1556,T,T,T,Comorbidity,Other ,normal ,,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Disease,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/c588e5ee-0741-486e-9283-a8f0157a1406.h5ad,DOI: 10.1126/sciimmunol.abd1557,T,T,T,C-reactive protein (mg per dL),Other ,normal ,,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Disease,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/c588e5ee-0741-486e-9283-a8f0157a1406.h5ad,DOI: 10.1126/sciimmunol.abd1558,T,T,T,Chest X-ray,Other ,normal ,,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Disease,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/c588e5ee-0741-486e-9283-a8f0157a1406.h5ad,DOI: 10.1126/sciimmunol.abd1559,T,T,T,Consciousness,Other ,normal ,,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Disease,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/c588e5ee-0741-486e-9283-a8f0157a1406.h5ad,DOI: 10.1126/sciimmunol.abd1560,T,T,T,Heart rate (BPM),Other ,normal ,,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Disease,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/c588e5ee-0741-486e-9283-a8f0157a1406.h5ad,DOI: 10.1126/sciimmunol.abd1561,T,T,T,Hospital day,Other ,normal ,,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Disease,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/c588e5ee-0741-486e-9283-a8f0157a1406.h5ad,DOI: 10.1126/sciimmunol.abd1562,T,T,T,Lymphocyte per microL (%),Other ,normal ,,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Disease,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/c588e5ee-0741-486e-9283-a8f0157a1406.h5ad,DOI: 10.1126/sciimmunol.abd1563,T,T,T,Monocyte prt microL (%),Other ,normal ,,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Disease,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/c588e5ee-0741-486e-9283-a8f0157a1406.h5ad,DOI: 10.1126/sciimmunol.abd1564,T,T,T,NEWS score,Other ,normal ,,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Disease,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/c588e5ee-0741-486e-9283-a8f0157a1406.h5ad,DOI: 10.1126/sciimmunol.abd1565,T,T,T,Neutrophil per microL (%),Other ,normal ,,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Disease,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/c588e5ee-0741-486e-9283-a8f0157a1406.h5ad,DOI: 10.1126/sciimmunol.abd1566,T,T,T,O2 saturation,Other ,normal ,,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Disease,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/c588e5ee-0741-486e-9283-a8f0157a1406.h5ad,DOI: 10.1126/sciimmunol.abd1567,T,T,T,O2 supplement,Other ,abbreviations,,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Disease,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/c588e5ee-0741-486e-9283-a8f0157a1406.h5ad,DOI: 10.1126/sciimmunol.abd1568,T,T,T,Respiratory rate (BPM) ,Other ,normal ,,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Disease,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/c588e5ee-0741-486e-9283-a8f0157a1406.h5ad,DOI: 10.1126/sciimmunol.abd1569,T,T,T,Sample ID,Other ,"normal, abbreviations",,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Disease,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/c588e5ee-0741-486e-9283-a8f0157a1406.h5ad,DOI: 10.1126/sciimmunol.abd1570,T,T,T,Severity,Other ,normal,,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Disease,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/c588e5ee-0741-486e-9283-a8f0157a1406.h5ad,DOI: 10.1126/sciimmunol.abd1571,T,T,T,Systolic BP,Other ,normal,,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Disease,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/c588e5ee-0741-486e-9283-a8f0157a1406.h5ad,DOI: 10.1126/sciimmunol.abd1572,T,T,T,Temperature,Other ,normal,,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Disease,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/c588e5ee-0741-486e-9283-a8f0157a1406.h5ad,DOI: 10.1126/sciimmunol.abd1573,T,T,T,Treatment,Other ,normal,,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Disease,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/c588e5ee-0741-486e-9283-a8f0157a1406.h5ad,DOI: 10.1126/sciimmunol.abd1574,T,T,T,WBC per microL,Other ,normal,,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Disease,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19,https://cellxgene.cziscience.com/e/21d3e683-80a4-4d9b-bc89-ebb2df513dde.cxg/,https://datasets.cellxgene.cziscience.com/526c1ebb-7d87-405d-8b64-5427105ba923.h5ad,DOI:10.1016/j.cell.2021.02.018,T,T,T,author_cell_type,Cell types,normal ,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Disease,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19,https://cellxgene.cziscience.com/e/21d3e683-80a4-4d9b-bc89-ebb2df513dde.cxg/,https://datasets.cellxgene.cziscience.com/526c1ebb-7d87-405d-8b64-5427105ba923.h5ad,DOI:10.1016/j.cell.2021.02.019,T,T,T,days_since_hospitalized,Other ,normal ,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Disease,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19,https://cellxgene.cziscience.com/e/21d3e683-80a4-4d9b-bc89-ebb2df513dde.cxg/,https://datasets.cellxgene.cziscience.com/526c1ebb-7d87-405d-8b64-5427105ba923.h5ad,DOI:10.1016/j.cell.2021.02.020,T,T,T,days_since_onset,Other ,normal ,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Disease,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19,https://cellxgene.cziscience.com/e/21d3e683-80a4-4d9b-bc89-ebb2df513dde.cxg/,https://datasets.cellxgene.cziscience.com/526c1ebb-7d87-405d-8b64-5427105ba923.h5ad,DOI:10.1016/j.cell.2021.02.021,T,T,T,dsm_severity_score_group ,Other ,normal ,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Disease,Adult
